"recipient_iso","year","emergency_commitments"
"KHM",2015,1.519631
"KHM",2016,3.82102
"KHM",2017,4.527112
"KHM",2018,1.572083
"KHM",2019,2.282269
"KHM",2020,3.445926
"KHM",2021,5.444383
"KHM",2022,84.281679
"KHM",2023,51.40491
"KHM",2024,69.157044
"KIR",2008,0
"KIR",2009,0
"KIR",2010,0.005949
"KIR",2011,0
"KIR",2012,0.082815
"KIR",2013,0
"KIR",2014,0
"KIR",2015,0.118287
"KIR",2016,0.339315
"KIR",2017,0.413815
"KIR",2018,0.007468
"KIR",2019,0.03676
"KIR",2020,17.145365
"KIR",2021,0.559191
"KIR",2022,37.09153
"KIR",2023,3.144877
"KIR",2024,1.463822
"KNA",2008,0
"KNA",2009,0.33297
"KNA",2010,0
"KNA",2011,0
"KNA",2012,0
"KNA",2013,0.008612
"KNA",2014,0
"KNA",2015,0
"KNA",2016,0
"KNA",2017,0
"KNA",2018,0
"KNA",2019,0
"KNA",2020,0
"KNA",2021,0
"KNA",2022,0
"KNA",2023,0
"KNA",2024,0
"LAO",2008,5.281787
"LAO",2009,13.332702
"LAO",2010,29.395987
"LAO",2011,14.535339
"LAO",2012,8.292835
"LAO",2013,5.054946
"LAO",2014,6.366973
"LAO",2015,2.626271
"LAO",2016,6.174001
"LAO",2017,27.115766
"LAO",2018,10.21111
"LAO",2019,27.887624
"LAO",2020,4.241961
"LAO",2021,17.374929
"LAO",2022,52.177336
"LAO",2023,42.396853
"LAO",2024,6.269385
"LBN",2008,132.144395
"LBN",2009,81.254105
"LBN",2010,77.91799
"LBN",2011,85.011539
"LBN",2012,79.944847
"LBN",2013,435.510004
"LBN",2014,545.995737
"LBN",2015,775.333144
"LBN",2016,799.222017
"LBN",2017,760.813397
"LBN",2018,811.290748
"LBN",2019,725.582478
"LBN",2020,781.754655
"LBN",2021,403.967981
"LBN",2022,599.816255
"LBN",2023,541.000883
"LBN",2024,717.357753
"LBR",2008,76.041388
"LBR",2009,45.310368
"LBR",2010,32.597695
"LBR",2011,105.956557
"LBR",2012,60.560216
"LBR",2013,50.011578
"LBR",2014,485.505253
"LBR",2015,319.826161
"LBR",2016,26.422165
"LBR",2017,13.74429
"LBR",2018,28.188558
"LBR",2019,12.757497
"LBR",2020,9.393448
"LBR",2021,13.817998
"LBR",2022,61.512509
"LBR",2023,18.823103
"LBR",2024,17.414353
"LBY",2008,0.119382
"LBY",2009,0.044015
"LBY",2010,0.335129
"LBY",2011,333.054213
"LBY",2012,24.438757
"LBY",2013,9.076674
"LBY",2014,20.2549
"LBY",2015,120.994616
"LBY",2016,43.419905
"LBY",2017,116.326621
"LBY",2018,116.267923
"LBY",2019,108.533181
"LBY",2020,89.244327
"LBY",2021,86.105374
"LBY",2022,63.01778
"LBY",2023,112.111559
"LBY",2024,40.228836
"LCA",2008,3.302039
"LCA",2009,0.332562
"LCA",2010,0.240046
"LCA",2011,4.456924
"LCA",2012,1.368013
"LCA",2013,0.010894
"LCA",2014,38.030434
"LCA",2015,8.475218
"LCA",2016,0.470812
"LCA",2017,12.51526
"LCA",2018,1.011769
"LCA",2019,0
"LCA",2020,0.671471
"LCA",2021,0.033821
"LCA",2022,12.641457
"LCA",2023,2.495147
"LCA",2024,8.586974
"LKA",2008,151.854227
"LKA",2009,275.917991
"LKA",2010,416.657461
"LKA",2011,103.480741
"LKA",2012,40.40559
"LKA",2013,30.478895
"LKA",2014,182.075712
"LKA",2015,19.827715
"LKA",2016,53.632968
"LKA",2017,26.948019
"LKA",2018,6.407282
"LKA",2019,44.622037
"LKA",2020,9.062603
"LKA",2021,485.563671
"LKA",2022,93.97876
"LKA",2023,58.377584
"LKA",2024,20.650343
"LSO",2008,2.173808
"LSO",2009,3.354593
"LSO",2010,4.276205
"LSO",2011,4.578803
"LSO",2012,14.678442
"LSO",2013,2.871449
"LSO",2014,0.036902
"LSO",2015,0.406312
"LSO",2016,15.054972
"LSO",2017,4.823896
"LSO",2018,0.288371
"LSO",2019,43.276422
"LSO",2020,7.246756
"LSO",2021,5.322887
"LSO",2022,42.227433
"LSO",2023,3.041954
"LSO",2024,32.232118
"MAR",2008,1.473374
"MAR",2009,2.491668
"MAR",2010,4.698647
"MAR",2011,6.897858
"MAR",2012,11.627125
"MAR",2013,3.060349
"MAR",2014,155.443383
"MAR",2015,12.342718
"MAR",2016,253.455002
"MAR",2017,15.400797
"MAR",2018,9.646124
"MAR",2019,325.39077
"MAR",2020,10.599117
"MAR",2021,117.46106
"MAR",2022,225.582319
"MAR",2023,314.307937
"MAR",2024,28.634428
"MDA",2008,3.5721
"MDA",2009,0.602818
"MDA",2010,13.139093
"MDA",2011,1.745588
"MDA",2012,0.921737
"MDA",2013,1.973553
"MDA",2014,1.433426
"MDA",2015,8.951179
"MDA",2016,8.469551
"MDA",2017,5.62263
"MDA",2018,0.184292
"MDA",2019,1.283623
"MDA",2020,1.165084
"MDA",2021,0.922336
"MDA",2022,166.859356
"MDA",2023,88.118956
"MDA",2024,87.642387
"MDG",2008,73.214332
"MDG",2009,13.340277
"MDG",2010,20.272864
"MDG",2011,11.377705
"MDG",2012,17.525232
"MDG",2013,15.526183
"MDG",2014,11.958527
"MDG",2015,23.176112
"MDG",2016,49.27228
"MDG",2017,42.425261
"MDG",2018,66.369027
"MDG",2019,99.612614
"MDG",2020,92.2584340000001
"MDG",2021,145.058736
"MDG",2022,722.744871
"MDG",2023,177.911605
"MDG",2024,209.885293
"MDV",2008,1.222631
"MDV",2009,1.229751
"MDV",2010,0.304433
"MDV",2011,0.390536
"MDV",2012,0.237389
"MDV",2013,0.114249
"MDV",2014,0.63852
"MDV",2015,0.180513
"MDV",2016,0.130399
"MDV",2017,0.372832
"MDV",2018,2.494508
"MDV",2019,7.946204
"MDV",2020,2.924463
"MDV",2021,6.958888
"MDV",2022,9.639767
"MDV",2023,7.67904
"MDV",2024,0.976163
"MEX",2008,3.030985
"MEX",2009,5.161165
"MEX",2010,2.797196
"MEX",2011,0.560919
"MEX",2012,180.661759
"MEX",2013,1.073169
"MEX",2014,0.48782
"MEX",2015,2.919281
"MEX",2016,1.316745
"MEX",2017,7.726263
"MEX",2018,22.918186
"MEX",2019,177.214805
"MEX",2020,118.371942
"MEX",2021,51.118976
"MEX",2022,137.571574
"MEX",2023,98.34375
"MEX",2024,49.604486
"MHL",2008,0.006152
"MHL",2009,0.285834
"MHL",2010,0.358406
"MHL",2011,0.312596
"MHL",2012,1.066826
"MHL",2013,6.553489
"MHL",2014,0.937797
"MHL",2015,3.039621
"MHL",2016,4.244664
"MHL",2017,11.577177
"MHL",2018,3.626919
"MHL",2019,0.873242
"MHL",2020,8.945071
"MHL",2021,6.89104
"MHL",2022,22.005164
"MHL",2023,10.180361
"MHL",2024,13.811637
"MKD",2008,0.170593
"MKD",2009,0.302603
"MKD",2010,0.306869
"MKD",2011,0.981557
"MKD",2012,2.28904
"MKD",2013,1.676943
"MKD",2014,0.156065
"MKD",2015,10.653543
"MKD",2016,18.971665
"MKD",2017,4.090598
"MKD",2018,13.31849
"MKD",2019,5.534531
"MKD",2020,3.855892
"MKD",2021,4.463124
"MKD",2022,15.777099
"MKD",2023,11.539248
"MKD",2024,1.705358
"MLI",2008,6.824272
"MLI",2009,6.725112
"MLI",2010,21.378858
"MLI",2011,11.450793
"MLI",2012,167.719089
"MLI",2013,357.559501
"MLI",2014,240.895727
"MLI",2015,175.630735
"MLI",2016,160.747617
"MLI",2017,108.587878
"MLI",2018,182.03483
"MLI",2019,155.901963
"MLI",2020,178.566957
"MLI",2021,165.95348
"MLI",2022,256.166235
"MLI",2023,193.266111
"MLI",2024,228.848912
"MMR",2008,404.399383
"MMR",2009,146.262844
"MMR",2010,86.596586
"MMR",2011,139.874688
"MMR",2012,155.795063
"MMR",2013,226.356542
"MMR",2014,171.648851
"MMR",2015,169.145115
"MMR",2016,197.808025
"MMR",2017,212.223143
"MMR",2018,174.230153
"MMR",2019,230.549739
"MMR",2020,198.132026
"MMR",2021,209.707634
"MMR",2022,240.054865
"MMR",2023,272.678746
"MMR",2024,279.830887
"MNE",2008,2.493016
"MNE",2009,0.471044
"MNE",2010,0.880817
"MNE",2011,3.482941
"MNE",2012,4.685887
"MNE",2013,6.080431
"MNE",2014,0.089891
"MNE",2015,2.518119
"MNE",2016,2.807164
"MNE",2017,2.924204
"MNE",2018,1.019672
"MNE",2019,1.858791
"MNE",2020,5.872681
"MNE",2021,1.045095
"MNE",2022,3.290934
"MNE",2023,0.509479
"MNE",2024,0.076958
"MNG",2008,0.499474
"MNG",2009,0.864943
"MNG",2010,6.204832
"MNG",2011,0.753753
"MNG",2012,7.012506
"MNG",2013,5.182138
"MNG",2014,1.83193
"MNG",2015,1.545075
"MNG",2016,2.676256
"MNG",2017,3.789495
"MNG",2018,2.481341
"MNG",2019,2.962514
"MNG",2020,6.959626
"MNG",2021,1.459899
"MNG",2022,93.640448
"MNG",2023,1.301708
"MNG",2024,3.701293
"MOZ",2008,35.424344
"MOZ",2009,72.843447
"MOZ",2010,19.384965
"MOZ",2011,16.75074
"MOZ",2012,27.563982
"MOZ",2013,31.601629
"MOZ",2014,33.442446
"MOZ",2015,21.738282
"MOZ",2016,92.886739
"MOZ",2017,42.031517
"MOZ",2018,79.6228
"MOZ",2019,592.55503
"MOZ",2020,209.690976
"MOZ",2021,395.356001
"MOZ",2022,458.768831
"MOZ",2023,284.646976
"MOZ",2024,391.817009
"MRT",2008,27.05603
"MRT",2009,12.382877
"MRT",2010,7.355044
"MRT",2011,2.127405
"MRT",2012,44.833468
"MRT",2013,40.778745
"MRT",2014,36.26683
"MRT",2015,34.470588
"MRT",2016,28.591989
"MRT",2017,28.634999
"MRT",2018,48.060085
"MRT",2019,37.906421
"MRT",2020,35.434029
"MRT",2021,29.099708
"MRT",2022,31.862931
"MRT",2023,66.858342
"MRT",2024,62.084901
"MUS",2008,0.04959
"MUS",2009,0.082362
"MUS",2010,0.07394
"MUS",2011,0.101426
"MUS",2012,2.395905
"MUS",2013,0.902678
"MUS",2014,0.703516
"MUS",2015,1.995494
"MUS",2016,0.350063
"MUS",2017,0.276882
"MUS",2018,0.019781
"MUS",2019,11.834276
"MUS",2020,0.956329
"MUS",2021,1.383466
"MUS",2022,0.108649
"MUS",2023,74.854981
"MUS",2024,0.222252
"MWI",2008,9.070291
"MWI",2009,9.796904
"MWI",2010,17.07641
"MWI",2011,10.449405
"MWI",2012,63.451813
"MWI",2013,84.838787
"MWI",2014,28.324262
"MWI",2015,127.538162
"MWI",2016,155.134201
"MWI",2017,104.695904
"MWI",2018,30.915026
"MWI",2019,163.710043
"MWI",2020,61.262153
"MWI",2021,37.582045
"MWI",2022,98.7505770000001
"MWI",2023,307.926578
"MWI",2024,111.202815
"MYS",2008,0.754829
"MYS",2009,0.313079
"MYS",2010,2.05778
"MYS",2011,10.254578
"MYS",2012,2.598077
"MYS",2013,6.457738
"MYS",2014,5.716782
"MYS",2015,4.295137
"MYS",2016,7.943167
"MYS",2017,8.471695
"MYS",2018,9.457033
"MYS",2019,10.339664
"MYS",2020,14.587935
"MYS",2021,9.219383
"MYS",2022,7.490993
"MYS",2023,8.111048
"MYS",2024,5.633415
"NAM",2008,1.303688
"NAM",2009,4.694687
"NAM",2010,0.295869
"NAM",2011,6.116696
"NAM",2012,8.666472
"NAM",2013,5.57532
"NAM",2014,0.750038
"NAM",2015,0.540588
"NAM",2016,0.294344
"NAM",2017,0.312535
"NAM",2018,0.449895
"NAM",2019,2.858014
"NAM",2020,5.057167
"NAM",2021,2.817134
"NAM",2022,2.332605
"NAM",2023,2.19952
"NAM",2024,11.67902
"NER",2008,40.175661
"NER",2009,34.400323
"NER",2010,245.950703
"NER",2011,116.565462
"NER",2012,250.624023
"NER",2013,191.498759
"NER",2014,147.49681
"NER",2015,154.159983
"NER",2016,180.684678
"NER",2017,155.787008
"NER",2018,253.937707
"NER",2019,177.610361
"NER",2020,225.81331
"NER",2021,249.505983
"NER",2022,449.379008
"NER",2023,315.101961
"NER",2024,368.751482
"NGA",2008,0.867163
"NGA",2009,5.261813
"NGA",2010,9.983615
"NGA",2011,7.24807
"NGA",2012,74.923921
"NGA",2013,13.836609
"NGA",2014,59.287941
"NGA",2015,122.25538
"NGA",2016,436.229669
"NGA",2017,1184.417248
"NGA",2018,662.274343
"NGA",2019,688.780345
"NGA",2020,847.193921
"NGA",2021,666.238008
"NGA",2022,708.813933
"NGA",2023,671.828137
"NGA",2024,448.671711
"NIC",2008,42.077942
"NIC",2009,13.342033
"NIC",2010,27.384553
"NIC",2011,6.29235
"NIC",2012,7.273278
"NIC",2013,13.690325
"NIC",2014,18.742041
"NIC",2015,3.662535
"NIC",2016,2.951113
"NIC",2017,23.338474
"NIC",2018,10.883855
"NIC",2019,2.68746
"NIC",2020,19.959565
"NIC",2021,56.561347
"NIC",2022,12.729726
"NIC",2023,16.353679
"NIC",2024,10.931784
"NPL",2008,89.118784
"NPL",2009,51.869991
"NPL",2010,31.026418
"NPL",2011,62.612039
"NPL",2012,91.843557
"NPL",2013,26.011523
"NPL",2014,25.522189
"NPL",2015,731.311459
"NPL",2016,93.288337
"NPL",2017,218.636983
"NPL",2018,44.414031
"NPL",2019,106.38514
"NPL",2020,226.192988
"NPL",2021,32.107362
"NPL",2022,391.019795
"NPL",2023,59.9337530000001
"NPL",2024,209.849984
"NRU",2008,0
"NRU",2009,0
"NRU",2010,0
"NRU",2011,0.714034
"NRU",2012,0
"NRU",2013,0.00321
"NRU",2014,0
"NRU",2015,0.003332
"NRU",2016,0.034765
"NRU",2017,0
"NRU",2018,0
"NRU",2019,0
"NRU",2020,0.058672
"NRU",2021,3e-05
"NRU",2022,1.911677
"NRU",2023,0.037234
"NRU",2024,0.070953
"OMN",2008,0
"OMN",2009,0
"OMN",2010,0
"OMN",2011,0
"OMN",2012,0
"OMN",2013,0
"OMN",2014,0
"OMN",2015,0
"OMN",2016,0
"OMN",2017,0
"OMN",2018,0
"OMN",2019,0
"OMN",2020,0
"OMN",2021,0
"OMN",2022,0
"OMN",2023,0
"OMN",2024,0
"PAK",2008,185.618057
"PAK",2009,1021.293929
"PAK",2010,2391.344622
"PAK",2011,955.024153
"PAK",2012,459.597151
"PAK",2013,421.442782
"PAK",2014,341.190986
"PAK",2015,602.41049
"PAK",2016,327.479093
"PAK",2017,305.522103
"PAK",2018,366.843745
"PAK",2019,99.763373
"PAK",2020,201.838317
"PAK",2021,130.93856
"PAK",2022,1565.513865
"PAK",2023,234.096312
"PAK",2024,612.335256
"PAN",2008,1.472029
"PAN",2009,0.721229
"PAN",2010,1.841529
"PAN",2011,130.722331
"PAN",2012,112.698855
"PAN",2013,3.674672
"PAN",2014,1.884387
"PAN",2015,52.337749
"PAN",2016,10.622382
"PAN",2017,15.149235
"PAN",2018,3.635688
"PAN",2019,8.53737
"PAN",2020,12.385856
"PAN",2021,6.63828
"PAN",2022,81.893293
"PAN",2023,24.420031
"PAN",2024,58.121565
"PER",2008,37.585784
"PER",2009,9.565879
"PER",2010,75.790273
"PER",2011,41.650789
"PER",2012,10.660016
"PER",2013,14.83896
"PER",2014,109.154208
"PER",2015,287.253561
"PER",2016,9.17502
"PER",2017,21.15335
"PER",2018,18.748505
"PER",2019,42.957731
"PER",2020,135.660143
"PER",2021,186.595104
"PER",2022,242.802759
"PER",2023,393.761167
"PER",2024,75.788973
"PHL",2008,108.466341
"PHL",2009,110.046175
"PHL",2010,242.538845
"PHL",2011,63.377381
"PHL",2012,76.766931
"PHL",2013,486.420902
"PHL",2014,612.418888
"PHL",2015,652.421029
"PHL",2016,33.794986
"PHL",2017,37.254984
"PHL",2018,100.544486
"PHL",2019,212.576032
"PHL",2020,775.538363
"PHL",2021,969.83304
"PHL",2022,125.776215
"PHL",2023,747.808855
"PHL",2024,164.852124
"PLW",2008,0
"PLW",2009,0
"PLW",2010,0
"PLW",2011,0
"PLW",2012,2.431396
"PLW",2013,0.221603
"PLW",2014,0.345339
"PLW",2015,0.108788
"PLW",2016,0.550881
"PLW",2017,0.4531
"PLW",2018,0.30196
"PLW",2019,1.033631
"PLW",2020,0.026263
"PLW",2021,0.608201
"PLW",2022,0.913904
"PLW",2023,0.127458
"PLW",2024,1.672572
"PNG",2008,5.200443
"PNG",2009,14.604438
"PNG",2010,12.993504
"PNG",2011,4.177415
"PNG",2012,4.484726
"PNG",2013,3.719773
"PNG",2014,5.383495
"PNG",2015,9.336313
"PNG",2016,18.354175
"PNG",2017,5.849713
"PNG",2018,28.833835
"PNG",2019,5.872052
"PNG",2020,8.284927
"PNG",2021,5.558229
"PNG",2022,31.37601
"PNG",2023,20.361418
"PNG",2024,18.599327
"PRK",2008,134.955977
"PRK",2009,23.877435
"PRK",2010,14.594415
"PRK",2011,44.741881
"PRK",2012,31.601963
"PRK",2013,19.903791
"PRK",2014,16.549438
"PRK",2015,16.81522
"PRK",2016,20.661475
"PRK",2017,34.479774
"PRK",2018,30.89283
"PRK",2019,32.11015
"PRK",2020,22.357081
"PRK",2021,10.154207
"PRK",2022,3.516038
"PRK",2023,3.700647
"PRK",2024,3.516416
"PRY",2008,3.284318
"PRY",2009,0.084062
"PRY",2010,0.127857
"PRY",2011,0.14417
"PRY",2012,1.482878
"PRY",2013,0.95211
"PRY",2014,1.303298
"PRY",2015,0.55504
"PRY",2016,3.045042
"PRY",2017,1.977974
"PRY",2018,0.11808
"PRY",2019,4.029147
"PRY",2020,14.200642
"PRY",2021,0.787526
"PRY",2022,66.88448
"PRY",2023,99.366768
"PRY",2024,0.341888
"PSE",2008,465.249781
"PSE",2009,821.697932
"PSE",2010,518.439065
"PSE",2011,391.46706
"PSE",2012,396.902484
"PSE",2013,372.56316
"PSE",2014,952.210335
"PSE",2015,647.069127
"PSE",2016,637.378227
"PSE",2017,330.62287
"PSE",2018,360.928195
"PSE",2019,403.335972
"PSE",2020,288.855905
"PSE",2021,475.236222
"PSE",2022,850.169703
"PSE",2023,1302.044746
"PSE",2024,2056.484503
"RWA",2008,14.346759
"RWA",2009,18.195539
"RWA",2010,15.751059
"RWA",2011,30.229763
"RWA",2012,26.611053
"RWA",2013,46.671659
"RWA",2014,22.859013
"RWA",2015,84.097309
"RWA",2016,65.622861
"RWA",2017,57.611919
"RWA",2018,62.89312
"RWA",2019,113.189526
"RWA",2020,82.0142359999999
"RWA",2021,39.946485
"RWA",2022,168.080835
"RWA",2023,69.712965
"RWA",2024,108.528106
"SDN",2008,1611.541724
"SDN",2009,1617.269191
"SDN",2010,1089.266785
"SDN",2011,1035.024652
"SDN",2012,579.349633
"SDN",2013,901.33874
"SDN",2014,556.361213
"SDN",2015,606.750657
"SDN",2016,557.67396
"SDN",2017,519.14644
"SDN",2018,479.383518
"SDN",2019,596.360109
"SDN",2020,573.383305
"SDN",2021,902.731168
"SDN",2022,863.680827
"SDN",2023,981.177076
"SDN",2024,1374.619618
"SEN",2008,8.665189
"SEN",2009,16.729528
"SEN",2010,2.14761
"SEN",2011,4.653131
"SEN",2012,38.305175
"SEN",2013,32.374756
"SEN",2014,6.913674
"SEN",2015,31.438229
"SEN",2016,28.941844
"SEN",2017,4.565364
"SEN",2018,96.47103
"SEN",2019,9.425445
"SEN",2020,74.044441
"SEN",2021,54.643973
"SEN",2022,288.105153
"SEN",2023,197.911138
"SEN",2024,192.468547
"SLB",2008,4.693657
"SLB",2009,0.869905
"SLB",2010,1.129888
"SLB",2011,5.245142
"SLB",2012,0.939373
"SLB",2013,2.791574
"SLB",2014,16.947331
"SLB",2015,2.681583
"SLB",2016,3.818243
"SLB",2017,3.551697
"SLB",2018,7.072443
"SLB",2019,2.70641
"SLB",2020,5.1967
"SLB",2021,3.92766
"SLB",2022,57.716979
"SLB",2023,17.593018
"SLB",2024,3.696799
"SLE",2008,11.422579
"SLE",2009,4.103384
"SLE",2010,15.469286
"SLE",2011,5.067427
"SLE",2012,15.24375
"SLE",2013,23.583561
"SLE",2014,508.606742
"SLE",2015,401.944024
"SLE",2016,58.679376
"SLE",2017,35.431019
"SLE",2018,16.470577
"SLE",2019,35.678637
"SLE",2020,8.319569
"SLE",2021,46.461312
"SLE",2022,65.191204
"SLE",2023,35.959416
"SLE",2024,26.894621
"SLV",2008,5.617533
"SLV",2009,18.853961
"SLV",2010,22.705158
"SLV",2011,66.862998
"SLV",2012,10.472849
"SLV",2013,19.416528
"SLV",2014,14.869672
"SLV",2015,5.669798
"SLV",2016,39.36723
"SLV",2017,0.852194
"SLV",2018,7.369107
"SLV",2019,87.591146
"SLV",2020,63.015038
"SLV",2021,19.141207
"SLV",2022,28.758757
"SLV",2023,168.95544
"SLV",2024,20.177876
"SOM",2008,673.911167999999
"SOM",2009,486.782685
"SOM",2010,239.438528
"SOM",2011,866.338715
"SOM",2012,454.067011
"SOM",2013,446.947395
"SOM",2014,495.280143
"SOM",2015,415.35577
"SOM",2016,677.400019
"SOM",2017,1335.797348
"SOM",2018,679.502524
"SOM",2019,989.684622
"SOM",2020,790.219831
"SOM",2021,647.934016
"SOM",2022,1446.205892
"SOM",2023,824.209048
"SOM",2024,699.669661999999
"SRB",2008,35.566765
"SRB",2009,2.535684
"SRB",2010,2.692692
"SRB",2011,15.33932
"SRB",2012,6.989074
"SRB",2013,8.452744
"SRB",2014,17.494644
"SRB",2015,36.329245
"SRB",2016,48.501507
"SRB",2017,94.28401
"SRB",2018,4.643819
"SRB",2019,34.909073
"SRB",2020,23.202118
"SRB",2021,5.191876
"SRB",2022,45.605956
"SRB",2023,19.975542
"SRB",2024,14.093936
"SSD",2008,0
"SSD",2009,0
"SSD",2010,0
"SSD",2011,147.912222
"SSD",2012,737.98983
"SSD",2013,672.638946
"SSD",2014,1700.004126
"SSD",2015,1051.27862
"SSD",2016,1528.757844
"SSD",2017,1317.056634
"SSD",2018,767.586289000001
"SSD",2019,1145.55322
"SSD",2020,1160.840962
"SSD",2021,850.880011
"SSD",2022,1388.901645
"SSD",2023,729.083884
"SSD",2024,697.553167
"STP",2008,0.405562
"STP",2009,0.079281
"STP",2010,0.01813
"STP",2011,0.072791
"STP",2012,0.003573
"STP",2013,0.016556
"STP",2014,0.074705
"STP",2015,0.158652
"STP",2016,0.037339
"STP",2017,0.040322
"STP",2018,0.9547
"STP",2019,15.025255
"STP",2020,0.044469
"STP",2021,0.161981
"STP",2022,26.101517
"STP",2023,1.890902
"STP",2024,4.979986
"SUR",2008,0
"SUR",2009,0
"SUR",2010,0
"SUR",2011,0.001769
"SUR",2012,0
"SUR",2013,0.007741
"SUR",2014,0.009389
"SUR",2015,0.026062
"SUR",2016,0.038469
"SUR",2017,0.014658
"SUR",2018,3.211776
"SUR",2019,20.056499
"SUR",2020,0.005514
"SUR",2021,0.058365
"SUR",2022,0.379256
"SUR",2023,1.021097
"SUR",2024,2.092821
"SWZ",2008,0.959473
"SWZ",2009,6.371551
"SWZ",2010,1.104819
"SWZ",2011,1.567724
"SWZ",2012,4.678311
"SWZ",2013,0.798893
"SWZ",2014,2.344331
"SWZ",2015,0.64666
"SWZ",2016,10.139273
"SWZ",2017,3.561265
"SWZ",2018,0.664494
"SWZ",2019,12.353015
"SWZ",2020,3.397555
"SWZ",2021,4.547139
"SWZ",2022,12.60738
"SWZ",2023,2.068887
"SWZ",2024,1.735754
"SYC",2008,0
"SYC",2009,0
"SYC",2010,0.069987
"SYC",2011,0.403497
"SYC",2012,0.962823
"SYC",2013,0.091707
"SYC",2014,7.504057
"SYC",2015,0.021939
"SYC",2016,0
"SYC",2017,0.065362
"SYC",2018,0
"SYC",2019,0
"SYC",2020,0
"SYC",2021,0
"SYC",2022,0
"SYC",2023,0
"SYC",2024,0
"SYR",2008,76.49357
"SYR",2009,47.778667
"SYR",2010,63.618131
"SYR",2011,52.760798
"SYR",2012,724.114114
"SYR",2013,2144.796877
"SYR",2014,2140.4071
"SYR",2015,2108.461578
"SYR",2016,3024.884169
"SYR",2017,3027.948504
"SYR",2018,11282.217232
"SYR",2019,12427.351755
"SYR",2020,13198.070975
"SYR",2021,11221.245387
"SYR",2022,7854.211256
"SYR",2023,8474.07759099999
"SYR",2024,6994.810852
"TCD",2008,309.279823
"TCD",2009,433.811763
"TCD",2010,349.540129
"TCD",2011,300.858059
"TCD",2012,360.745159
"TCD",2013,270.044591
"TCD",2014,224.190163
"TCD",2015,221.253556
"TCD",2016,270.308449
"TCD",2017,174.81898
"TCD",2018,280.4273
"TCD",2019,206.847564
"TCD",2020,271.540771
"TCD",2021,184.559629
"TCD",2022,418.269087
"TCD",2023,425.204903
"TCD",2024,434.019262
"TGO",2008,2.535558
"TGO",2009,0.607443
"TGO",2010,1.130909
"TGO",2011,11.339548
"TGO",2012,14.582722
"TGO",2013,0.928945
"TGO",2014,0.320246
"TGO",2015,3.071518
"TGO",2016,0.325548
"TGO",2017,0.773778
"TGO",2018,16.075681
"TGO",2019,1.814225
"TGO",2020,2.072714
"TGO",2021,18.037348
"TGO",2022,31.823009
"TGO",2023,81.368368
"TGO",2024,54.914932
"THA",2008,45.960499
"THA",2009,82.401788
"THA",2010,65.552934
"THA",2011,80.581511
"THA",2012,145.006281
"THA",2013,71.321674
"THA",2014,65.306257
"THA",2015,87.445464
"THA",2016,82.820856
"THA",2017,35.465828
"THA",2018,31.298805
"THA",2019,33.449766
"THA",2020,44.637056
"THA",2021,56.171831
"THA",2022,34.274505
"THA",2023,50.607581
"THA",2024,42.608412
"TJK",2008,23.278981
"TJK",2009,18.038537
"TJK",2010,13.645335
"TJK",2011,7.216285
"TJK",2012,8.984588
"TJK",2013,4.600198
"TJK",2014,5.292721
"TJK",2015,4.019146
"TJK",2016,8.471259
"TJK",2017,22.197368
"TJK",2018,8.675587
"TJK",2019,12.565488
"TJK",2020,51.537424
"TJK",2021,9.503389
"TJK",2022,105.332141
"TJK",2023,50.847613
"TJK",2024,165.037347
"TKM",2008,0.572822
"TKM",2009,0.018196
"TKM",2010,1.622008
"TKM",2011,0.423825
"TKM",2012,0.672338
"TKM",2013,0.106601
"TKM",2014,0.010702
"TKM",2015,0.538385
"TKM",2016,0.264745
"TKM",2017,1.267728
"TKM",2018,0.012512
"TKM",2019,0.022891
"TKM",2020,0.053977
"TKM",2021,0.066533
"TKM",2022,0.059602
"TKM",2023,0.088879
"TKM",2024,0.384917
"TLS",2008,14.681002
"TLS",2009,6.849959
"TLS",2010,6.80838
"TLS",2011,5.167844
"TLS",2012,1.123054
"TLS",2013,3.688739
"TLS",2014,3.820819
"TLS",2015,4.567218
"TLS",2016,4.846249
"TLS",2017,5.677535
"TLS",2018,5.162468
"TLS",2019,4.396448
"TLS",2020,5.574178
"TLS",2021,22.474954
"TLS",2022,6.647505
"TLS",2023,28.87442
"TLS",2024,8.935069
"TON",2008,0
"TON",2009,1.769141
"TON",2010,6.117574
"TON",2011,0.135641
"TON",2012,0.23779
"TON",2013,0.696912
"TON",2014,17.158515
"TON",2015,14.015615
"TON",2016,2.227656
"TON",2017,1.408701
"TON",2018,31.481807
"TON",2019,1.474058
"TON",2020,5.730215
"TON",2021,9.283163
"TON",2022,46.723528
"TON",2023,4.090064
"TON",2024,21.900141
"TTO",2008,0
"TTO",2009,0.340132
"TTO",2010,0.663192
"TTO",2011,0
"TTO",2012,0
"TTO",2013,0
"TTO",2014,0
"TTO",2015,0
"TTO",2016,0
"TTO",2017,0
"TTO",2018,0
"TTO",2019,0
"TTO",2020,0
"TTO",2021,0
"TTO",2022,0
"TTO",2023,0
"TTO",2024,0
"TUN",2008,0.068082
"TUN",2009,1.561122
"TUN",2010,0.553117
"TUN",2011,33.037413
"TUN",2012,14.32756
"TUN",2013,5.615828
"TUN",2014,6.129856
"TUN",2015,22.282336
"TUN",2016,6.818212
"TUN",2017,3.766761
"TUN",2018,8.768111
"TUN",2019,13.276173
"TUN",2020,7.502551
