"recipient_iso","year","emergency_commitments"
"TUN",2021,21.554826
"TUN",2022,122.430451
"TUN",2023,42.838674
"TUN",2024,62.341558
"TUR",2008,10.325416
"TUR",2009,9.447393
"TUR",2010,386.532943
"TUR",2011,43.413319
"TUR",2012,40.744416
"TUR",2013,111.052987
"TUR",2014,157.769362
"TUR",2015,727.860542
"TUR",2016,1037.099831
"TUR",2017,802.642106
"TUR",2018,735.028534
"TUR",2019,1357.293375
"TUR",2020,1322.921989
"TUR",2021,797.978307
"TUR",2022,662.535539
"TUR",2023,2975.197253
"TUR",2024,2263.576075
"TUV",2008,0
"TUV",2009,0.594462
"TUV",2010,6.935512
"TUV",2011,0.987207
"TUV",2012,1.338777
"TUV",2013,0.435738
"TUV",2014,0.165516
"TUV",2015,1.142598
"TUV",2016,43.437472
"TUV",2017,0.030138
"TUV",2018,3.835215
"TUV",2019,3.090392
"TUV",2020,0.58904
"TUV",2021,9.30736
"TUV",2022,7.52483
"TUV",2023,8.411787
"TUV",2024,5.749493
"TZA",2008,69.240966
"TZA",2009,69.692912
"TZA",2010,48.736039
"TZA",2011,44.241408
"TZA",2012,37.046054
"TZA",2013,29.401571
"TZA",2014,11.1813
"TZA",2015,88.867743
"TZA",2016,118.889619
"TZA",2017,126.481643
"TZA",2018,79.963109
"TZA",2019,97.862994
"TZA",2020,103.164422
"TZA",2021,82.13407
"TZA",2022,644.491285
"TZA",2023,347.401557
"TZA",2024,187.708316
"UGA",2008,265.052555
"UGA",2009,160.47132
"UGA",2010,76.088768
"UGA",2011,46.86793
"UGA",2012,54.156779
"UGA",2013,79.896903
"UGA",2014,143.224743
"UGA",2015,169.791527
"UGA",2016,250.700333
"UGA",2017,424.978112
"UGA",2018,259.898541
"UGA",2019,487.762531
"UGA",2020,302.791509
"UGA",2021,237.582956
"UGA",2022,637.839902
"UGA",2023,133.526974
"UGA",2024,206.023718
"UKR",2008,1.901349
"UKR",2009,2.107547
"UKR",2010,1.287176
"UKR",2011,6.638672
"UKR",2012,5.522204
"UKR",2013,1.603946
"UKR",2014,76.27873
"UKR",2015,296.14127
"UKR",2016,371.797419
"UKR",2017,162.037776
"UKR",2018,156.002095
"UKR",2019,196.09592
"UKR",2020,146.149459
"UKR",2021,152.065974
"UKR",2022,3863.591642
"UKR",2023,3361.096407
"UKR",2024,2746.509805
"URY",2008,0.00273
"URY",2009,1.02241
"URY",2010,0.036874
"URY",2011,0.064146
"URY",2012,0.012686
"URY",2013,0.127611
"URY",2014,107.079215
"URY",2015,1.225034
"URY",2016,0.77731
"URY",2017,0.033087
"URY",2018,0
"URY",2019,0
"URY",2020,0
"URY",2021,0
"URY",2022,0
"URY",2023,0
"URY",2024,0
"UZB",2008,1.124724
"UZB",2009,0.629055
"UZB",2010,4.844262
"UZB",2011,1.007572
"UZB",2012,0.397934
"UZB",2013,0.426267
"UZB",2014,0.089281
"UZB",2015,0.338267
"UZB",2016,0.412708
"UZB",2017,0.272568
"UZB",2018,0.271294
"UZB",2019,7.655462
"UZB",2020,1.484706
"UZB",2021,0.867684
"UZB",2022,28.121454
"UZB",2023,27.208085
"UZB",2024,49.575202
"VCT",2008,0
"VCT",2009,0.400677
"VCT",2010,0.368116
"VCT",2011,16.945075
"VCT",2012,0.158059
"VCT",2013,0.059673
"VCT",2014,36.806431
"VCT",2015,8.859548
"VCT",2016,14.969162
"VCT",2017,0.033242
"VCT",2018,26.746024
"VCT",2019,4.13374
"VCT",2020,8.551598
"VCT",2021,65.110644
"VCT",2022,47.067072
"VCT",2023,1.260793
"VCT",2024,245.978882
"VEN",2008,0.223859
"VEN",2009,5.861271
"VEN",2010,1.067149
"VEN",2011,24.682099
"VEN",2012,3.70961
"VEN",2013,0.042228
"VEN",2014,2.645966
"VEN",2015,8.109345
"VEN",2016,8.63184
"VEN",2017,13.10175
"VEN",2018,133.311594
"VEN",2019,101.485765
"VEN",2020,161.371583
"VEN",2021,217.026655
"VEN",2022,254.188626
"VEN",2023,190.464195
"VEN",2024,187.84969
"VNM",2008,16.473917
"VNM",2009,16.878577
"VNM",2010,108.051261
"VNM",2011,10.363492
"VNM",2012,146.500633
"VNM",2013,12.356657
"VNM",2014,4.045921
"VNM",2015,197.028731
"VNM",2016,156.600798
"VNM",2017,153.449317
"VNM",2018,18.977043
"VNM",2019,5.61908
"VNM",2020,65.602019
"VNM",2021,23.478558
"VNM",2022,3.305361
"VNM",2023,21.869459
"VNM",2024,93.174147
"VUT",2008,0.112169
"VUT",2009,0.800158
"VUT",2010,0.325295
"VUT",2011,1.688502
"VUT",2012,3.249011
"VUT",2013,1.156932
"VUT",2014,1.612205
"VUT",2015,127.869909
"VUT",2016,21.31691
"VUT",2017,12.791713
"VUT",2018,10.131802
"VUT",2019,5.61501
"VUT",2020,54.162371
"VUT",2021,36.135398
"VUT",2022,20.019225
"VUT",2023,18.080786
"VUT",2024,19.587426
"WSM",2008,0
"WSM",2009,15.553695
"WSM",2010,9.443813
"WSM",2011,0.690445
"WSM",2012,1.037809
"WSM",2013,31.143059
"WSM",2014,4.400465
"WSM",2015,16.554716
"WSM",2016,69.24654
"WSM",2017,1.391424
"WSM",2018,10.375735
"WSM",2019,6.389675
"WSM",2020,3.26666
"WSM",2021,0.699687
"WSM",2022,23.146034
"WSM",2023,1.161945
"WSM",2024,0.23576
"XKX",2008,0
"XKX",2009,9.978071
"XKX",2010,4.722616
"XKX",2011,15.916783
"XKX",2012,7.075975
"XKX",2013,6.639533
"XKX",2014,0.969284
"XKX",2015,5.297597
"XKX",2016,5.318596
"XKX",2017,4.524319
"XKX",2018,3.174686
"XKX",2019,2.855538
"XKX",2020,3.623847
"XKX",2021,5.942008
"XKX",2022,6.490332
"XKX",2023,8.377797
"XKX",2024,30.390176
"YEM",2008,50.079169
"YEM",2009,58.203597
"YEM",2010,149.827834
"YEM",2011,245.818363
"YEM",2012,360.773831
"YEM",2013,472.16356
"YEM",2014,236.731227
"YEM",2015,890.765975
"YEM",2016,722.919553
"YEM",2017,1579.337387
"YEM",2018,2263.684397
"YEM",2019,3731.854018
"YEM",2020,1734.7219
"YEM",2021,2430.029078
"YEM",2022,1966.652241
"YEM",2023,1287.87211
"YEM",2024,1216.905689
"ZAF",2008,5.082644
"ZAF",2009,8.763529
"ZAF",2010,2.542048
"ZAF",2011,19.829943
"ZAF",2012,20.889281
"ZAF",2013,6.454014
"ZAF",2014,13.779916
"ZAF",2015,19.402531
"ZAF",2016,21.506211
"ZAF",2017,19.443121
"ZAF",2018,1.997581
"ZAF",2019,2.365932
"ZAF",2020,13.989384
"ZAF",2021,16.009159
"ZAF",2022,17.959766
"ZAF",2023,70.042692
"ZAF",2024,3.42028
"ZMB",2008,14.925429
"ZMB",2009,21.927059
"ZMB",2010,12.223033
"ZMB",2011,15.205842
"ZMB",2012,12.164702
"ZMB",2013,10.835408
"ZMB",2014,9.731389
"ZMB",2015,9.350298
"ZMB",2016,13.21883
"ZMB",2017,12.501843
"ZMB",2018,17.211759
"ZMB",2019,42.677595
"ZMB",2020,12.869409
"ZMB",2021,10.676881
"ZMB",2022,254.248712
"ZMB",2023,55.960562
"ZMB",2024,71.940001
"ZWE",2008,411.197901
"ZWE",2009,469.824499
"ZWE",2010,228.931282
"ZWE",2011,146.366008
"ZWE",2012,130.819951
"ZWE",2013,107.652703
"ZWE",2014,28.721395
"ZWE",2015,37.199037
"ZWE",2016,131.103673
"ZWE",2017,59.296248
"ZWE",2018,107.908957
"ZWE",2019,247.692789
"ZWE",2020,241.512826
"ZWE",2021,121.0512
"ZWE",2022,104.061545
"ZWE",2023,62.994548
"ZWE",2024,83.358788
